2.130725624,"2"
2.552993197,"3"
2.948321995,"4"
3.355986395,"1"
3.757210884,"2"
4.1661678,"3"
4.590226757,"4"
4.974807256,"1"
5.376598639,"2"
5.785759637,"3"
6.179229025,"4"
6.56430839,"1"
6.974036281,"2"
7.382086168,"3"
7.783809524,"4"
8.167596372,"1"
8.561473923,"2"
8.971995465,"3"
9.364761905,"4"
9.765623583,"1"
10.158752834,"2"
10.570204082,"3"
10.945873016,"4"
11.346303855,"1"
11.746780045,"2"
12.155941043,"3"
12.572131519,"4"
12.996802721,"1"
13.397437642,"2"
13.798956916,"3"
14.199977324,"4"
14.624648526,"1"
15.016122449,"2"
15.417823129,"3"
15.803333333,"4"
16.220022676,"1"
16.614399093,"2"
17.031564626,"3"
17.414557823,"4"
17.808095238,"1"
18.208367347,"2"
18.617641723,"3"
19.034126984,"4"
19.435668934,"1"
19.844988662,"2"
20.238571429,"3"
20.624081633,"4"
21.008639456,"1"
21.394353741,"2"
21.811746032,"3"
22.219637188,"4"
22.620952381,"1"
23.014988662,"2"
23.434263039,"3"
23.807505669,"4"
24.216780045,"1"
24.624852608,"2"
25.026417234,"3"
25.435759637,"4"
25.828911565,"1"
26.238163265,"2"
26.655714286,"3"
27.01600907,"4"
27.425306122,"1"
27.795873016,"2"
28.21414966,"3"
28.590136054,"4"
29.01569161,"1"
29.392811791,"2"
29.80861678,"3"
30.193061224,"4"
30.586666667,"1"
30.973764172,"2"
31.39739229,"3"
31.783696145,"4"
32.224104308,"1"
32.593378685,"2"
33.011768707,"3"
33.393605442,"4"
33.80260771,"1"
34.20462585,"2"
34.613514739,"3"
35.045419501,"4"
35.455827664,"1"
35.855578231,"2"
36.2469161,"3"
36.63276644,"4"
37.019886621,"1"
37.412154195,"2"
37.813310658,"3"
38.222947846,"4"
38.631814059,"1"
39.015782313,"2"
39.409614512,"3"
39.825963719,"4"
40.230045351,"1"
40.589591837,"2"
40.990929705,"3"
41.367845805,"4"
41.785487528,"1"
42.188049887,"2"
42.59399093,"3"
43.003877551,"4"
43.405600907,"1"
43.798594104,"2"
44.207188209,"3"
44.61600907,"4"
45.01553288,"1"
45.424829932,"2"
45.818185941,"3"
46.211451247,"4"
46.598571429,"1"
46.984013605,"2"
47.407324263,"3"
47.784807256,"4"
48.193287982,"1"
48.597619048,"2"
49.011655329,"3"
49.383106576,"4"
49.783945578,"1"
50.159024943,"2"
50.576122449,"3"
50.961882086,"4"
51.362630385,"1"
51.811111111,"2"
52.211791383,"3"
52.627800454,"4"
53.037437642,"1"
53.430816327,"2"
53.815782313,"3"
54.22430839,"4"
54.640272109,"1"
55.036394558,"2"
55.451247166,"3"
55.860385488,"4"
56.267823129,"1"
56.67814059,"2"
57.070929705,"3"
57.440589569,"4"
57.864285714,"1"
58.295804989,"2"
58.681746032,"3"
59.052380952,"4"
59.453106576,"1"
59.855056689,"2"
60.278390023,"3"
60.655555556,"4"
61.072380952,"1"
61.473854875,"2"
61.859251701,"3"
62.269092971,"4"
62.660929705,"1"
63.063582766,"2"
63.464739229,"3"
63.841995465,"4"
64.265079365,"1"
64.629818594,"2"
65.030340136,"3"
65.454353741,"4"
65.84,"1"
66.248163265,"2"
66.647414966,"3"
67.049206349,"4"
67.428049887,"1"
67.8438322,"2"
68.238321995,"3"
68.645941043,"4"
69.047278912,"1"
69.448911565,"2"
69.841972789,"3"
70.257482993,"4"
70.65893424,"1"
71.068027211,"2"
71.476530612,"3"
71.856054422,"4"
72.280090703,"1"
72.672018141,"2"
73.071587302,"3"
73.495600907,"4"
73.868185941,"1"
74.270430839,"2"
74.693469388,"3"
75.063877551,"4"
75.447369615,"1"
75.870702948,"2"
76.257709751,"3"
76.675873016,"4"
77.075079365,"1"
77.469115646,"2"
77.854444444,"3"
78.255827664,"4"
78.649909297,"1"
79.041768707,"2"
79.466439909,"3"
79.890770975,"4"
80.276281179,"1"
80.677437642,"2"
81.057641723,"3"
81.463718821,"4"
81.863424036,"1"
82.257664399,"2"
82.666031746,"3"
83.074988662,"4"
83.468276644,"1"
83.855510204,"2"
84.201519274,"3"
84.585895692,"4"
84.990566893,"1"
85.40553288,"2"
85.82861678,"3"
86.249637188,"4"
86.669773243,"1"
87.086349206,"2"
87.495306122,"3"
87.855464853,"4"
88.274739229,"1"
88.67430839,"2"
89.075736961,"3"
89.479092971,"4"
89.862267574,"1"
90.271678005,"2"
90.65553288,"3"
91.064240363,"4"
91.45861678,"1"
91.85968254,"2"
92.244943311,"3"
92.623764172,"4"
93.023786848,"1"
93.409637188,"2"
93.811043084,"3"
94.219863946,"4"
94.620113379,"1"
95.021360544,"2"
95.445147392,"3"
95.846575964,"4"
96.255918367,"1"
96.632040816,"2"
97.034104308,"3"
97.451088435,"4"
97.859183673,"1"
98.260113379,"2"
98.685782313,"3"
99.070249433,"4"
99.479886621,"1"
99.8630839,"2"
100.242131519,"3"
100.642789116,"4"
101.036190476,"1"
101.445351474,"2"
101.83893424,"3"
102.248117914,"4"
102.640272109,"1"
103.025804989,"2"
103.436326531,"3"
103.828752834,"4"
104.23814059,"1"
104.638594104,"2"
105.022630385,"3"
105.416530612,"4"
105.832947846,"1"
106.243560091,"2"
106.650997732,"3"
107.053015873,"4"
107.464376417,"1"
107.878231293,"2"
108.279410431,"3"
108.687460317,"4"
109.071292517,"1"
109.473129252,"2"
109.866031746,"3"
110.267664399,"4"
110.663401361,"1"
111.063174603,"2"
111.432018141,"3"
111.841836735,"4"
112.235487528,"1"
112.6438322,"2"
113.073968254,"3"
113.484036281,"4"
113.876938776,"1"
114.271836735,"2"
114.647800454,"3"
115.04154195,"4"
115.419886621,"1"
115.843945578,"2"
116.260045351,"3"
116.654648526,"4"
117.062585034,"1"
117.447006803,"2"
117.874240363,"3"
118.226439909,"4"
118.628435374,"1"
119.005714286,"2"
119.414648526,"3"
119.831609977,"4"
120.240725624,"1"
120.624829932,"2"
121.018367347,"3"
121.40462585,"4"
121.806621315,"1"
122.23829932,"2"
122.645510204,"3"
123.06324263,"4"
123.465646259,"1"
123.841043084,"2"
124.256961451,"3"
124.63553288,"4"
125.04414966,"1"
125.476303855,"2"
125.884739229,"3"
126.278843537,"4"
126.672040816,"1"
127.088027211,"2"
127.465714286,"3"
127.874263039,"4"
128.275192744,"1"
128.721791383,"2"
129.093900227,"3"
129.470975057,"4"
129.848163265,"1"
130.257437642,"2"
130.65814059,"3"
131.068072562,"4"
131.475442177,"1"
131.884535147,"2"
132.294036281,"3"
132.679342404,"4"
133.087981859,"1"
133.464580499,"2"
133.853718821,"3"
134.260272109,"4"
134.662539683,"1"
135.070521542,"2"
135.479977324,"3"
135.873106576,"4"
136.249750567,"1"
136.653129252,"2"
137.090907029,"3"
137.49185941,"4"
137.893174603,"1"
138.294875283,"2"
138.696235828,"3"
139.064172336,"4"
139.472993197,"1"
139.852698413,"2"
140.260498866,"3"
140.661927438,"4"
141.078639456,"1"
141.494716553,"2"
141.879637188,"3"
142.256938776,"4"
142.642562358,"1"
143.052517007,"2"
143.454285714,"3"
143.861088435,"4"
144.271020408,"1"
144.694648526,"2"
145.056507937,"3"
145.427414966,"4"
145.844240363,"1"
146.244058957,"2"
146.698979592,"3"
147.077959184,"4"
147.470839002,"1"
147.869863946,"2"
148.264648526,"3"
148.630929705,"4"
149.053854875,"1"
149.460521542,"2"
149.876780045,"3"
150.286870748,"4"
150.709818594,"1"
151.0561678,"2"
151.437278912,"3"
151.853401361,"4"
152.290068027,"1"
152.714081633,"2"
153.122857143,"3"
153.516417234,"4"
153.910952381,"1"
154.30292517,"2"
154.682857143,"3"
155.066712018,"4"
155.492222222,"1"
155.872086168,"2"
156.27015873,"3"
156.638752834,"4"
157.079206349,"1"
157.480612245,"2"
157.889546485,"3"
158.275056689,"4"
158.683673469,"1"
159.077845805,"2"
159.486258503,"3"
159.890612245,"4"
160.286349206,"1"
160.680090703,"2"
161.060816327,"3"
161.468208617,"4"
161.869229025,"1"
162.248276644,"2"
162.671564626,"3"
163.072086168,"4"
163.457437642,"1"
163.860430839,"2"
164.255510204,"3"
164.670884354,"4"
165.077777778,"1"
165.486213152,"2"
165.85569161,"3"
166.248095238,"4"
166.634739229,"1"
167.043061224,"2"
167.440204082,"3"
167.839229025,"4"
168.263673469,"1"
168.655895692,"2"
169.049614512,"3"
169.4269161,"4"
