107.554829932,"1"
108.294285714,"1"
109.011814059,"1"
109.744217687,"1"
110.481655329,"2"
111.223219955,"2"
111.956825397,"2"
112.628049887,"2"
113.349138322,"3"
114.038548753,"3"
114.73478458,"3"
115.470997732,"3"
116.1638322,"4"
116.934875283,"4"
117.59244898,"4"
118.304716553,"4"
119.036870748,"5"
119.799002268,"5"
120.555260771,"5"
121.27877551,"5"
122.072471655,"6"
122.824353741,"6"
123.602902494,"6"
124.385351474,"6"
125.101882086,"7"
125.834829932,"7"
126.616235828,"7"
127.428208617,"7"
128.16185941,"8"
128.884875283,"8"
129.601292517,"8"
130.355623583,"8"
131.132562358,"9"
131.816621315,"9"
132.538208617,"9"
133.280975057,"9"
134.021972789,"10"
134.785079365,"10"
135.544716553,"10"
136.293197279,"10"
137.0438322,"11"
137.767437642,"11"
138.494965986,"11"
139.183560091,"11"
139.919637188,"12"
140.680022676,"12"
141.3930839,"12"
142.095873016,"12"
142.819024943,"13"
143.515079365,"13"
144.267596372,"13"
144.98154195,"13"
145.754285714,"14"
146.520839002,"14"
147.282675737,"14"
148.04739229,"14"
148.747437642,"15"
149.519183673,"15"
150.245668934,"15"
150.962426304,"15"
151.695034014,"16"
152.509365079,"16"
153.20739229,"16"
153.811315193,"16"
154.691111111,"17"
155.473219955,"17"
156.183560091,"17"
156.782131519,"17"
157.684829932,"18"
158.51755102,"18"
159.252698413,"18"
159.977664399,"18"
160.766485261,"19"
161.606870748,"19"
162.218752834,"19"
162.906984127,"19"
163.715192744,"20"
164.421201814,"20"
165.091746032,"20"
165.865351474,"20"
166.681043084,"21"
167.326439909,"21"
168.032108844,"21"
168.738390023,"21"
169.522653061,"22"
170.173560091,"22"
170.789455782,"22"
171.602471655,"22"
172.351746032,"23"
173.043333333,"23"
173.751088435,"23"
174.458390023,"23"
175.202585034,"24"
175.923560091,"24"
176.60170068,"24"
177.293446712,"24"
178.035736961,"25"
178.708526077,"25"
179.490249433,"25"
180.141904762,"25"
180.846077098,"26"
181.51861678,"26"
182.213650794,"26"
182.931496599,"26"
183.642335601,"27"
184.391927438,"27"
185.125986395,"27"
185.824285714,"27"
186.530748299,"28"
187.294897959,"28"
188.050544218,"28"
188.78675737,"28"
189.509115646,"29"
190.238639456,"29"
190.982018141,"29"
191.67845805,"29"
192.369659864,"30"
193.079818594,"30"
193.853605442,"30"
194.663628118,"30"
195.355963719,"31"
196.065827664,"31"
196.767755102,"31"
197.565941043,"31"
198.274217687,"32"
199.022789116,"32"
199.773514739,"32"
200.530884354,"32"
201.259478458,"33"
201.979954649,"33"
202.697142857,"33"
203.438888889,"33"
204.150544218,"34"
204.896780045,"34"
205.652562358,"34"
206.361405896,"34"
207.05446712,"35"
207.753401361,"35"
208.54324263,"35"
209.285759637,"35"
210.018185941,"36"
210.80276644,"36"
211.555873016,"36"
212.222131519,"36"
212.910136054,"37"
213.689002268,"37"
214.433333333,"37"
215.15829932,"37"
215.946417234,"38"
216.656893424,"38"
217.378979592,"38"
218.126553288,"38"
218.86845805,"39"
219.565941043,"39"
220.343877551,"39"
221.041496599,"39"
221.79276644,"40"
222.533673469,"40"
223.278412698,"40"
223.998526077,"40"
224.738367347,"41"
225.476666667,"41"
226.229954649,"41"
226.935941043,"41"
227.679773243,"42"
228.40675737,"42"
229.143900227,"42"
229.918798186,"42"
230.659569161,"43"
231.321882086,"43"
232.018820862,"43"
232.797324263,"43"
233.530793651,"44"
234.175510204,"44"
234.879297052,"44"
235.614489796,"44"
236.324807256,"45"
237.058276644,"45"
237.738208617,"45"
238.440975057,"45"
239.157800454,"46"
239.892358277,"46"
240.549909297,"46"
241.315170068,"46"
242.055147392,"47"
242.762380952,"47"
243.45170068,"47"
244.143741497,"47"
244.909637188,"48"
245.677256236,"48"
246.350816327,"48"
247.077913832,"48"
247.777573696,"49"
248.558253968,"49"
249.242358277,"49"
249.991496599,"49"
250.802517007,"50"
251.479138322,"50"
252.205464853,"50"
252.954897959,"50"
253.720839002,"51"
254.430068027,"51"
255.140430839,"51"
255.877256236,"51"
256.596371882,"52"
257.28414966,"52"
257.99814059,"52"
258.751882086,"52"
259.440022676,"53"
260.136349206,"53"
260.91675737,"53"
261.621995465,"53"
262.372154195,"54"
263.17707483,"54"
263.939297052,"54"
264.661473923,"54"
265.418231293,"55"
266.150045351,"55"
266.865646259,"55"
267.563015873,"55"
268.333673469,"56"
269.070430839,"56"
269.801088435,"56"
270.515623583,"56"
271.236553288,"57"
271.996122449,"57"
272.712018141,"57"
273.413650794,"57"
274.185192744,"58"
274.895283447,"58"
275.714535147,"58"
276.412222222,"58"
277.128526077,"59"
277.887210884,"59"
278.623605442,"59"
279.38154195,"59"
280.121882086,"60"
280.817369615,"60"
281.57893424,"60"
282.317437642,"60"
283.075623583,"61"
283.792471655,"61"
284.490340136,"61"
285.245260771,"61"
285.96047619,"62"
286.694013605,"62"
287.438707483,"62"
288.15600907,"62"
288.886462585,"63"
289.579954649,"63"
290.300430839,"63"
291.026235828,"63"
291.74537415,"64"
292.447437642,"64"
293.180249433,"64"
293.911496599,"64"
